company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"Ningbo Changrong Lighting and Electronics Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Ningbo Changrong Lighting & Electronics Technology Co., LTD., established in 1999, located at Ningbo, China, specialized in emergency lighting products. Changrong specializes in manufacturing emergency exit light, hand lamp and emergency electric fan with more than 450 employees, including 35 R&D engineers for 40 new designs per year. Our monthly production capacity is about 500,000 units. Our sales revenue is about USD 45 Million in 2022.",Manufacturer,"Exit Light,Emergency & Professional Lighting","Emergency Light, Exit Light, Camping Light","ODM, OBM, OEM",CHANGRONG,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Changrong-Lighting-Electronics-Technology-Co-Ltd-/1X08QKEY,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZC1,CE Issued By Shenzhen Southern LCS Compliance Testing Laboratory Ltd. Type OTHERS Valid Date 13 Oct 2023 - 12 Oct 2028 CSA Issued By CSA Group Type COC Valid Date 15 Aug 2019 - 14 Aug 2029 Show More,,,,,,,,,,,,,,,,,,,,
"Sheenly Lighting Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Sheenly Lighting is an industrial leading LED lighting company specialising in manufacturing of innovative LED lighting solutions that improves lighting quality, energy efficiency and enhances environmental sustainability.","Manufacturer, Exporter","Outdoor Lighting, Office Lighting, High Bay Light, LED Industrial Lighting, Industrial Lighting, LED High Bay Light, Modern Chandelier, LED Panel Light, Indoor Lighting, LED Lighting",Sheenly Lighting does not only offer products but also the whole LED Lighting Solution.,"OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2015 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2014 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2013 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheenly-Lighting-Co-Ltd/1X06V8A2,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0N3,CE Issued By - Type - Valid Date (N/A) - (N/A) RoHS Issued By - Type - Valid Date (N/A) - (N/A) Show More,www.sheenly.com,,,,,,,,,,,,,,,,,,,
"Shenzhen Guoying Optoelectronics Co., Ltd.",Chinese Mainland,LED lighting products,"Exporter, Manufacturer","Decorative Lamp,LED Lighting",LED lighting products,"Others, ODM, OEM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-GuoYing-Optoelectronics-Co-Ltd-/1X07JDO9,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K02U,"UL,CE,RoHS Issued By - Type ISO_9001 Valid Date 01 Feb 2022 - 01 Mar 2025",,,,,,,,,,,,,,,,,,,,
"Suzhou Radiant Lighting Technology Co., Ltd.",Chinese Mainland,,"Buying Office, Wholesaler, Buying Cooperative, Distributor","Ceiling Light, Downlight, Indoor Lighting, LED Lighting","LED Downlight, LED Light, LED Commercial Downlight, LED Spotlight, ODM, Product Design, Offer One-stop Service From Product Design, Tooling, Package Design and Video Creation.","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-Radiant-Lighting-Technology-Co-Ltd/1X08GTE7,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JQQ4,,www.lediant.com,,,,,,,,,,,,,,,,,,,
"AGC Lighting Co., Ltd.",Chinese Mainland,"AGC Lighting has been a recognized market leader in industrial and outdoor lighting in terms of efficiency, longevity, reliability, savings and performance. We have been fulfilling the lighting needs of global industrial and outdoor light markets such as steelmaking, factory, warehouse, sports court, road, tunnel, and many other manufacturing facilities. We are committed to advancing our state-of-the-art LED technology and sustainable lighting products to provide energy-efficient lighting that will look and operate as expected for years to come. The experience gained by providing solutions to the industrial sectors has elevated AGC Lighting to be a trustworthy partner.",Manufacturer,"LED Street Light / Light Pole, LED Outdoor Lighting, LED Explosion-Proof Light, LED High Bay Light, Stadium Light, LED Tunnel Light, Solar Panel, LED Industrial Lighting, LED Garden Light, LED Outdoor Wall Lamp","LED High Bay Lights, LED Linear Lights, LED Flood Lights, LED Street Lights, LED Area Lights, LED Wall Pack Lights, LED Urban Lights, LED Sports Lights, LED Solar Lights, Explosion Proof LED Lights","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/AGC-Lighting-Co-Ltd/1X09ZLGT,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZB4,DESIGN AWARD 2020 Issued By - Type - Valid Date (N/A) - (N/A) ISO9001 2015 质量管理体系证书 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A) Show More,www.agcled.cn,,,,,,,,,,,,,,,,,,,
Glamor Illumination Limited,Hong Kong,,Manufacturer,"Decorative Lamp, LED Bulb, Christmas Light, LED Lighting, LED Tube","LED Lighting, LED Rope Light, LED Light Chain, LED Bulb, LED Motif, LED Solar Light, LED Wall Washer, LED Flood Light","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Glamor-Illumination-Limited/1X06QXMN,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005ICK0,,https://www.glamorled.com/,,,,,,,,,,,,,,,,,,,
HongKong SNC Lighting Co Ltd,Hong Kong,A manufacturer focused on LED Lights production.,Manufacturer,"Spotlight, LED Panel Light, LED Wall Washer, High Bay Light, Wall Lamp, LED Street Light / Light Pole, LED Floodlight, LED High Bay Light, Grow Light, Explosion-Proof Light",Hong Kong SNC is committed to producing and selling high-quality LED lights.,"OEM, ODM",SNC,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HongKong-SNC-Lighting-Co-Ltd/1X0B26SQ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005ICLX,,https://www.snc-lighting.com/,,,,,,,,,,,,,,,,,,,
"Foshan Goldenshell Lighting Co., Ltd.",Chinese Mainland,"GUOCIO's parent company, Goldenshell originated in 2002 from a serendipitous opportunity-an OEM order from a client in Chicago. Guided by the Chinese ethos of perseverance and self-reliance, alongside the principles of eternal quality and limitless service, our products have garnered recognition from clients both domestically and internationally. In 2006, Goldenshell was officially established. Today, the company boasts over 6,000 square meters of production facilities and, with its exceptional craftsmanship and unwavering integrity, has become a trusted OEM supplier for dozens of renowned European brands. In 2016, we were privileged to become a supplier for a Danish lighting brand founded in 1875. During our collaboration, I had the chance to visit their factory in Denmark for learning and exploration. Their rigorous quality control system, advanced production equipment, excellent craftsmanship, pristine production environment, and elegant corporate culture profoundly moved me. One detail that left a lasting impression was their self-service staff cafeteria, where employees would neatly stack chairs on tables after meals to facilitate cleaning-a practice that embodies the art of harmonizing work and life.","Professional Association, Distributor, Buying Office, Import Agent","Chandelier, Desk & Reading Lamp, Floor Lamp","The ring, with its circular form, just like a jade ring in the palm, warm and moist like jade, and also like a halo in the sky, flawless and brilliant, embodying the beauty of the endless rhythm of the universe.","OEM, ODM",GUOCIO,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Goldenshell-Lighting-Co-Ltd-/1S00P03RO,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KXFU,,www.guocio.com,,,,,,,,,,,,,,,,,,,
A-Z Star Electrical (Hong Kong) Limited,Hong Kong    |    Factory in Chinese Mainland,"A-Z Star Electrical (Hong Kong) Limited has its own exclusive production base inXiamen, China, based on our more than ten years Manufacture, Research &Development of lighting & electricity team. As a professional manufacturer, wespecialize in supplying Self-ballasted LED Lamp and Solar LED Lamp. Ourproduction capacity is 5,000,000 units (output value: USD 30,000,000.00) peryear, allowing us to fill your volume orders and smaller ones. Our LED lamp hasgot the certificates of ETL, C-ETL, FCC, CE, PSE, etc. The staff members of ourcompany cordially welcome customers home and abroad to visit us for thebusiness and cooperation. A-Z Star, to be one of your reliable partners!","Exporter, Manufacturer","Wall Lamp,Decorative Lamp,Downlight,PAR Bulb,Light Dimmer,Light Switch,Security Lighting,LED Lighting,LED Bulb,OLED Lighting,LED Driver,Indoor Lighting","LED Lamp, LED Bulb, Spotlight, MR Lamp, GU Lamp, PAR Lamp, A Lamp, CandleLamp, Globe Lamp, R(BR) Lamp, 3-Way A Lamp, Specialty Lamp, Tube, Dimmer,Motion Security Light","OEM, ODM",TENIA,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-Z-Star-Electrical-Hong-Kong-Limited/1X06BW48,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005ICSC,UL Issued By - Type - Valid Date (N/A) - (N/A) CUL Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
"Foshan LedKey Lighting Co., Ltd.",Chinese Mainland,"Foshan LedKey Lighting has more than 100000 square feet factory space, with in housing tooling and metal process allows to make any products according to customers' request. We are an ODM & OEM lighting company which is selling most of our products to USA and Canada. All the products are ETL and cETL listed, and comply with Energy Star and DLC standard. R&D: Our engineers have more than 20 years experience for USA lighting fixtures, can offer professional products development design and suggestion. Not only OEM but also provide ODM service.",Manufacturer,"LED Outdoor Wall Lamp, Garden Light, Kitchen Lighting, Indoor Lighting, Lawn Light, Table Lamp, Ceiling Light, Smart Lighting & Solutions","Commercial linear ceiling fixtures, Residential ceiling lights, wall lights, undercabinet lights, bathroom vanity lights, outdoor wall lights, lighting fans.","OEM, ODM",LEDKEY,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-LedKey-Lighting-Co-Ltd-/1X09ZMNJ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K099,"ETL&cETL, ES, DLC Issued By - Type - Valid Date (N/A) - (N/A)",www.ledkeylighting.com,,,,,,,,,,,,,,,,,,,
"Hangzhou Tiger Electron & Electric Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Hangzhou Tiger Electron and Electric Co.Ltd is a first-class enterprise specializing in the Research and Development, production and sales of LED bulbs, integrating technology, industry and trade. Products are exported to all over the world, such as Russia, Europe, South America, Africa, Middle East, Southeast Asia, India and so on. Among them, Russia market occupies the highest rate, nearly 70% of exportation, all customers gave us high praises. With strong technical force and stable product quality, Tiger has become a worldwide famous OEM manufacturer of LED bulbs. Our factory is located at No. 15, Xingfa street, Linping District, Hangzhou city. It covers an area of 22,000 square meters and has a monthly production capacity of 9 million pcs. There are 20 automatic assembly machines, with a capacity of up to 10 million pcs per month and an annual sales volume of US$50,000,000. So far, our company has passed a series of international certifications such as EU CE, EMC, RoHS, LVD certification, Brazil Inmetro certification, and ISO9001:2015 quality system certification and so on, product quality stays in front of the industry.","Manufacturer, Exporter","Ceiling Light,Spotlight,Downlight,Sensor Light,PAR Bulb,LED Lighting,LED Bulb,LED Tube,Indoor Lighting,Kitchen Lighting","LED Bulb, LED Lamp, LED Spotlight such as C37, G45, A60, A70, A80, GU10, MR16, R39, R50, R63,LED Downlights, LED T5, LED Bulkheads etc.",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC International Sourcing Show 2021 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2020 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Tiger-Electron-Electric-Co-Ltd/1X0ADZMH,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZQV,,,,,,,,,,,,,,,,,,,,,
"Homi Lighting Co., Limited",Hong Kong,,Manufacturer,"Ceiling Light, Office Lighting, LED Panel Light, Indoor Lighting, Decorative Lamp, Contemporary Light, Downlight, Sensor Light, Chandelier, LED Lighting",17 years professional LED factory,"ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HOMI-LIGHTING-CO-LIMITED/1X08JP7Q,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JJKT,,homiled.com,,,,,,,,,,,,,,,,,,,
Huitron Limited,Hong Kong    |    Factory in Chinese Mainland,"COOLIGHT is a subsidiary of HUITRON LIMITED, located in Shenzhen. was established in 2008, as a leading manufacturer ofhigh-quality LED flexible strips in China, HUITRON LIMITED(COOLIGHT) integrates R&D, production andsales, and is mainly engaged in high-end LED flexible strip linear lighting products.HUITRON LIMITED(COOLIGHT) has applied for more than 60 invention patents and utility model patents, and haspassed ISO 9001:2015, CE, ROHS, UL, ERP and other certifications. In 2021, the indepen-dent research and development of IP67 silicone waterproof LED strip ""Xribbon"" won theGerman Red Dot Award. At present, and it's a national high-tech enterprise in China. HUITRON LIMITED(COOLIGHT) has a production and operation area of more than 10,000 square meters, morethan 300 employees, and an annual production capacity of more than 12 million meters.In202l,the turnover exceeded 200 million RMB.More than 95% of the products are exportedto Germany, Italy and other European countries, North America, Australia, Southeast Asiaand other countries and regions. In 2019,HUITRON LIMITED(COOLIGHT) offcially established the LED packaging department, which is truly professional, fast and stable to meet the customized needs ofcustomers.","Wholesaler, Export Agent, Manufacturer","Underground Light,Tunnel Light,Underwater Lamp,Indoor Lighting,Kitchen Lighting","HUITRON LIMITED is a professional manufacturer specialized in LED lighting products, including High CRI90&CRI95 LED strip light, CSP LED, RGB LED, High CRI90, Neon light.","OEM, ODM",COOLIGHT,,"Exhibited in HKTDC Event(s) in recent years Light + Building, Frankfurt, Germany 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 Light + Building, Frankfurt, Germany HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition)",,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HUITRON-LIMITED/1S00O916H,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005IWGS,,,,,,,,,,,,,,,,,,,,,
Ningbo Ehome Electronic Co Ltd,Chinese Mainland,,"Wholesaler, Import Agent, Buying Office, Exporter, Export Agent, Shopping Mall, Manufacturer, Distributor, Buying Cooperative, Importer","Sensor Light,Lighting Fixture,Architectural Lighting,LED Lighting,Indoor Lighting,Emergency & Professional Lighting,Industrial Lighting,Plug Socket","我司是专业生产以感应类电子产品为主的厂家，具有二十余年电子生产经验。产品种类覆盖：PIR感应开关、微波感应开关、红外感应灯、微波感应灯、光控开关等。多数产品均已通过CE,ROHS,TUV,REACH,R&TTE等相关认证 。产品远销欧美、东南亚等国家，赢得了国内外用户的一致好评。",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2015 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2015 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2014 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2013 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Ehome-Electronic-Co-Ltd/1X00F31Q,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZGP,CE TUV Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
"Ninghai Yingjiao Electrical Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Yingjiao mainly offers wide range of constant voltage ,constant current type LED drivers with compact size and more efficiency. Linetype and ultra thin types are our characteristics. The power range is 1W to 350W including various form factors and IP rating options for choose. Besides, Triac ,0-10V ,DALI, WIFI dimmable series lead LED drivers to more intelligent trend. All of our LED drivers have over current and over voltage,short circuit protection. Yingjiao drivers comply with RoHS, PAHS, REACH and WEEE standards, Achieve New ErP direction of European Union. All drivers obtained and maintained UL, cUL, FCC, ENEC, TUV, CB, PSE, RCM, CE, EMC and CCC safety certificates. In addition to our full lines of products, Yingjiao is able to offer complete ODM/OEM product development to meet the individual requirements of our business partners.","Exporter, Manufacturer",LED Driver,Yingjiao mainly offers wide range of different type of LED drivers .Linetype and ultra thin types are our main characteristics. The power range is 1W to 350W including various form factors and IP rating options for choose.,"OEM, ODM",YINGJIAO,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) Home InStyle 2024 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Yingjiao-Electrical-Co-Ltd/1X04TFDE,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K1ET,ISO 9000 Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
"Shenzhen Aalight Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Ceiling Light,Desk & Reading Lamp,Spotlight,Downlight,Track Light,LED Lighting,LED Panel Light,LED Tube,Indoor Lighting,Office Lighting","LED profile, LED linear lighting, LED strip, LED dimmer","OBM, Others, OEM, ODM",aalight,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-AALIGHT-TECHNOLOGY-CO-LTD/1X07TEVZ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0A6,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Coreshine Optoelectronics Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Shenzhen Coreshine Optoelectronics Co. Ltd., established in 2005, is a high-tech enterprise gathering the R&D, production, global sales and after-sale service of LED linear lighting system. We are supplying LED Linear lighting system for more than 50 countires, mainly used to commercial applications such as supermarket, retail store, shopping mall, car parking etc, Industrial applications such as warehouse, production line, workshop etc The whole products passed TUV, CE, RoHS, ENEC,GS, UL, DLC,FCC, SAA certificates with 5-7year warranty.","Exporter, Manufacturer","LED Lighting,Industrial Lighting,Office Lighting,Retail Lighting","Coreshine linear lighting system is not a simple light, it is more a sophisticated lighting solution. With its advantage of energy-efficient, low maintance cost and convenient installation, it's very popular in industrial and commercial project light","OEM, ODM",Coreshine,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Coreshine-Optoelectronics-Co-Ltd/1X05XYY8,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KDON,ISO 9001:2008 Issued By IAF Type - Valid Date (N/A) - 30 Oct 2021 SAA Issued By SAA Type - Valid Date (N/A) - 10 Jun 2024 Show More,,,,,,,,,,,,,,,,,,,,
