company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,supplier_url,exhibitor_url,Brand Name,Certificates,Other Certificates,Verified Certificates,Booth: 1A-B02   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-C02   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Company Website,Booth: 1A-B22   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-B12   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1A-E08   |   Connected Lighting Technologies   |   ,Booth: 1B-E08   |   Smart Lighting Products & Solutions   |   Zhongshan,Booth: 1B-D23   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-A05   |   Connected Lighting Technologies   |   Cantonese Business Go Global,Booth: 1B-A15   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-C31   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-F40   |   Smart Lighting Products & Solutions   |   ,Booth: 1B-B18   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1B-C22   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global
"GuangDong Zhongqian New Energy Technology Co., Ltd",Chinese Mainland,"Guangdong Zhongqian New Energy Technology Co.,Ltd. was founded in 2011, located in Zhongshan City, Guangdong We are a professional manufacturer of solar lighting products with whole industry chain investment, integrating R&D, production and sales. After 14 years of continuous development, we have worked with more than 300 brands in more than 50 countries around the world. We are BSCI and IS09001-2015 certified, and our products have passed CE, RoHS, UKCA, ErP, CB, CCC and other domestic and international certifications. We launch new products every month and provide market protection to help our customers avoid homogenized competition.","Import Agent, Distributor, Wholesaler, Export Agent, Buying Cooperative, Chain Store, Exporter, Department Store, Buying Office, Shopping Mall",Solar Lights,"Solar Street Light , Solar Floodlight , Solar Garden Light , Solar light system",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Zhongqian-Intelligent-Electrical-Technology-CO-Ltd/1S00OA587,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JINL,,,ISO9001 Issued By CTC Type ISO_9001 Valid Date 19 Dec 2024 - 06 Dec 2025,,,,www.zhongqianled.com,,,,,,,,,,,
"Creatrol Intelligence Co.,Ltd",Chinese Mainland,"Creatrol Sensor focuses on the research and innovation of millimeter-wave radar technology for human-centered perception systems. With the development of smart buildings, intelligent lighting, and smart home sectors, the application of sensors has become extensive and profound. Leveraging years of rich experience in automotive radar sensor development and the smart building industry, we specialize in human sensor detection technologies. We have developed a diverse range of millimeter-wave radar sensing products for detecting presence, falls, posture, direction, etc. Our goal is to provide non-intrusive, privacy-protecting, proactive intelligent sensing solutions that meet the diverse applications of smart cities, enabling functional systems to proactively perform actions and provide services. This transforms light and intelligence into a seamless experience.","Manufacturer, Exporter, Importer","Sensor & Detector,Electrical Equipment,Internet of Things","The product line includes various sensors: 24GHz, 60GHz radar sensors and PIR infrared sensors for detecting human presence, movement and posture; high altitude sensor for large area detection, TOF distance sensor t for occupancy etc.","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creatrol-Intelligence-Co-Ltd/1S00OXCV3,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J969,Creatrol,,RoHS COMPLIANCE DIRECTIVE 2011/65/EU ATTESTATION OF CONFORMITY Issued By UDEM International Certification Auditing Training Centre Industry and Trade Inc. Co. Type OTHERS Valid Date 19 Nov 2024 - 19 Nov 2029,,,,,,,,,,,,,,,
"Shenzhen Tongyifang Optoelectronic Technology Co., Ltd.",Chinese Mainland,"Shenzhen Tongyifang Optoelectronic Technology Co., Ltd. was established in 2009 and headquartered in the LED industry base of Shenzhen, China. It is a national-level specialized, precise, distinctive, and novel ""Little Giant"" enterprise dedicated to scientific LED packaging and product application in LED general lighting and LED special lighting. TYF has been leading new LED packaging technology, providing excellent performance and stable quality LED products and services, and providing more leading, professional, and comprehensive lighting environment solutions for global LED lighting design and applications. TYF has won the honors and qualifications such as national-level specialized, precise, distinctive, and novel ""Little Giant"" enterprise, CNAS laboratory(L11199) of the National Accreditation Commission , Guangdong Provincial Plant Light Intelligent Control Multi-spectral Module Engineering Technology Research Center, and Shenzhen well-known brand. The company has passed ISO9001, ISO14001, IATF16949 and other system certifications, and its entire series of products have passed LM-80, CE, ROHS, EN62471 and other certifications. Currently, it has 105 patents (including 23 invention patents).",Manufacturer,Lighting Accessories & Lamp Parts,"1 Core: High-power Led Packaging. 4 Major Product Platforms: Cob, SMD, CPD, Mod. N Application Scenarios: Intelligent Lighting, Health Lighting, Horticultural Lighting, Commercial Lighting, Outdoor Lighting, Entertainment Lighting, etc.",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Tongyifang-Optoelectronic-Technology-Co-Ltd/1X08ZY8Y,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5RM,TYF,,C-tick Certificate of TYF Flood Light Issued By - Type - Valid Date (N/A) - (N/A) CE EMC Certificate of TYF Flood Light FL002-005 Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,www.tyf-led.com.cn,,,,,,,,,,,
"Earda Technologies Co., Ltd.",Chinese Mainland,,Manufacturer,"Sensor Light,Architectural Lighting,Indoor Lighting,Home Automation System",IoT Module/5.8G/24G/60G Radar Module & Solution/Car Park Lighting Turnkey Solution,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Hong Kong Electronics Fair (Spring Edition) 2008 Hong Kong Electronics Fair (Spring Edition) 2007,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Earda-Technology-Co-Ltd-/1X00NZEP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5L4,,,,,,,,,,,,,,,,,,
"Guangdong Aidimming electronics co.,ltd",Chinese Mainland,"AIDimming is a high-tech enterprise specializing in R&D and production of intelligent dimmable drivers and smart panel control systems. Committed to providing one-stop, integrated intelligent lighting solutions for global star hotels,subway projects, museums, high-end residences, commercial offices, catering clubs,store exhibitions,etc., focusing on bringing out natural light,the intelligent lighting control system provides healthy, comfortable and energy-saving natural light for human beings.","Import Agent, Export Agent, Exporter, Manufacturer","Smart Living, Smart Architectural Lighting, Lighting Accessories & Lamp Parts, Residential Lighting",LED Lighting LED Driver LED Dimmer LED Panel,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Aidimming-electronics-co-ltd/1S00OX5GJ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5QP,Aidimming,,,,,,www.aidimming.com,,,,,,,,,,,
"Shenzhen Bright Lighting Technology Co.,Ltd",Chinese Mainland,"Shenzhen Bright Lighting Technology Co.,Ltd. was founded in 2009 and is a national high-tech enterprise specializing in LED linear lighting. Adhering to the concept of "" Professional customized, high quality, competitive price, and fast delivery"", we adopts professional and digital management methods and advanced research and production equipment, and is committed to providing customers with high-quality LED cabinet lighting accessories. We has an over 16,000m2 of standard production workshops. It currently has more than 200 employees, including 20 technical person. and has more than 120 sets of advanced production equipment, including 12 sets of fully automatic production lines, and has established a standard optoelectronic laboratory and various testing equipment to ensure the quality and quantity of products delivered to customers. we has passed the ""ISO9001 international quality system certification"" and ""ISO14000 environmental management system"" certification, and some products have also passed CCC, UL, CE and other certifications according to customer requirements. The people of Bright Lighting firmly believe that without quality and credibility, there is no future, and they wholehearte dly provide first-class products and services to customers with ""custom","Trade/Industrial Organisation, Retailer, Chain Store, Buying Office, Department Store, Buying Cooperative, Shopping Mall, Importer, Government, Export Agent, Statutory Body, Service Company, Import Agent, Manufacturer, Exporter",Electrical Equipment,霓虹灯带、低压线性产品、高压灯带、OEM/ODM,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Bright-Lighting-Technology-Co-ltd-/1X07LVZG,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5OV,brightlight,,UL Issued By UL Type OTHERS Valid Date 25 May 2022 - 15 Feb 2024 CB Issued By TUV Type TÜV_SÜD Valid Date 04 Mar 2022 - 10 Oct 2025 Show More,,,,,,,,,,,,,,,
"Xuyu Optoelectronics (Shenzhen) Co., Ltd.",Chinese Mainland,"Founded in 2011, XUYU Optoelectronics is mainly engaged in the R&D, production and sales business of semiconductor light-emitting functional devices and integrated circuits, and is committed to the design and realization of high-performance spectra for innovative applications. Focusing on innovative applications, XUYU Photoelectric is continuously expanding into the fields of plant illumination, UV curing, UV disinfection and sterilization, infrared security and detection, industrial detection and calibration of optical sensors, visible light communication, integrated circuits, and medical and health care.",Manufacturer,"Indoor Lighting,Hospital Lighting,Industrial Lighting","XUYU health full-spectrum device products, product performance both high luminous efficacy, high index, low blue light, high color saturation and fidelity, good spectral continuity and rhythmic effect and other advantages.",OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xuyu-Optoelectronics-Shenzhen-Co-Ltd-/1S00O9NWP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JFXU,xuyu,,,,,,,,,,,,,,,,,
"LEDiFUTURE CO., LTD",Chinese Mainland,,Manufacturer,"Sensor Light,Architectural Lighting,Emergency & Professional Lighting,Hospital Lighting,Industrial Lighting,Solutions for Senior and Disability","LED troffer and surface-mounted luminaires with AC slots for school, hospital, office, and other professional applications.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/LEDiFUTURE-CO-LTD/1S00OYSO8,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J976,,,,,,,,,,,,,,,,,,
"Ningbo Dongxing Electric Co., Ltd.",Chinese Mainland,,Manufacturer,"Decorative Lamp,Sensor Light,LED Bulb,Street Light,Indoor Lighting,Emergency & Professional Lighting,Industrial Lighting,Retail Lighting,Home Automation System,Building Exterior Lighting System","LED downlight, LED panel light, LED ceiling light",ODM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Dongxing-Electric-Co-Ltd/1X008DZY,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUN9,,,ISO9001:2005 Issued By WIT Type - Valid Date (N/A) - 23 Sep 2023 ISO14001:2005 Issued By WIT Type - Valid Date (N/A) - 16 Dec 2021 Show More,"ISO 9001 Issued By Hangzhou WIT Assessment Co., Ltd. Valid Date 23 Sep 2026 ISO 14001 Issued By Hangzhou WIT Assessment Co., Ltd. Valid Date 15 Dec 2027",,,,,,,,,,,,,,
"Bweetech Electronics Technology (Shanghai) Co., Ltd.",Chinese Mainland,"we have independently developed smart lighting products and solutions that integrate Zigbee & BLE comb and Matter over Thread or Wifi wireless communication technologies to create a comfortable, fun, inspiring and ambient smart lighting space for users.",Manufacturer,"Cloud Based Application Supplier, LED Lighting Driver, Residential Lighting, Light Dimmer, LED Power Driver, LED Bulb, Smart Living, LED Driver, Light Switch","We have independently developed smart lighting products and solutions that integrate Zigbee & BLE comb and Matter over Thread or Wifi wireless communication technologies to create a comfortable, fun, inspiring and ambient smart lighting space for use","OBM, OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bweetech-Electronics-Technology-Shanghai-Co-Ltd-/1S00OUCJ3,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5NY,"榜威,FancyLink",,,,,,www.bweetech.com,,,,,,,,,,,
"Darkoo Optics (Zhongshan) Co., Ltd.",Chinese Mainland,"Darkoo Optics Co., Ltd was established in 2009. We are one of the top LED lighting component manufacturer in the world. We focus on optical design, mould design, high-precision injection and Nano vacuum coating. We could provide quick response and service to customer. Our product are compatible with the global leader of LED manufacturer. We could provide secondary optics solution for the latest LED. We have more than 3,200 standardized products and over 60,000 square meters production base. production base whcih can provide 5 million production capacity per month. We have provided our product and service for more than 60 countries.","Distributor, Buying Cooperative","Street Light, Exterior Lighting Solutions & System","A service-oriented enterprise specializing in LED Lenses, LED Reflectors and Optical Molds, Integrating Imported Materials, Optical Design, Mold Design, Manufacturing, Injection Molding Production, Electroplating and Performance Testing.","OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Outdoor and Tech Light Expo 2023 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Darkoo-Optics-Co-Ltd/1S00OTGNN,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L03R,LED透镜,,,,,,www.darkoo.cc,,,,,,,,,,,
"Shanghai Shuncom Aiot Co., Ltd.",Chinese Mainland,"SHUNCOM was funded in 2004,located in Shanghai Zhangjiang High-tech business Park Shanda World. SHUNCOM has been focusing on the field of wireless communications with Zigbee as the core, and has also expanded other communication technologies such as Wi-Fi, GPRS, 4G, LoRa, NB-IoT, etc. Our solution include modules, IoT devices, gateways, sensors and cloud platform. SHUNCOM is a member or a council member of the following professional organization: Ali ICA Alliance, Zigbee Alliance, LoRaWAN Alliance, China Smart Home Alliance, Edge Computing Industry Alliance, Alliance of Industrial Internet, China Association of Lighting Industry etc. SHUNCOM AIoT build a fully connected intelligent world.","Manufacturer, Exporter","Building Exterior Lighting System,Energy Efficiency Equipment, Product and Solution",Smart lighting control system,"OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Outdoor and Tech Light Expo 2023 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Hong Kong International Outdoor and Tech Light Expo 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Shuncom-Smart-Technology-Co-Ltd/1S00OHIEC,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J983,"SHUNCOM,SHUNCOM AIOT",,,,,,,,,,,,,,,,,
"Shenzhen Jisim Technology Co.,Ltd.",Chinese Mainland,"JiSlM, Focus on R&D, manufacturing and sales of intelligent lighting drivers .Established since 2013, JlSlM has served hundreds of lighting customers around the world with highly reliable smart driver products. JSlM constantly pursuit to develop the most up-to-date intelligent drivers to meet with the customer requirements from the lighting industry. Products include smart drivers with various dimming interfaces or communication protocols. such as Triac,0/1-10V.DALl.ZigBee.BLE Mesh. Products are designed, developed and manufactured by our team. Products have passed international certifications, such as ENEC, CE, CB, TUV, UL, FCC, CCC, C-tick. The manufacturing and R&D base is located in Bao'an, Shenzhen. We have a senior R&D team, advanced automated factories and sophisticated inspection equipment, which provide are liable guarantee for product quality.","Wholesaler, Exporter",LED Driver,公司拥有全系列LED调光驱动电源产品和服务;公司一直专注于认证调光电源和智能灯光控制系统，获得澳洲SAA、欧盟CE、中国CCC等权威标准认证。公司主营可控硅调光电源、0-10V调光电源、DALI调光电源和2.4G RF调光调色温电源、智能控制系统(JISIM智能照明系统，应用于智能家居别墅照明、酒店灯光工程照明、办公楼宇照明等相关场所。,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Jisim-Technology-Co-Ltd-/1S00OM17E,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5PS,"仟思盟调光,JISIM仟思盟,JISIM",,,,,,,,,,,,,,,,,
"Shenzhen Novbo Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Decorative Lamp,Lighting Accessories & Lamp Parts,Architectural Lighting,Indoor Lighting,Industrial Lighting,Power Management System,Wireless Lighting Management System",LED intelligent power supply,"ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-NOVBO-TECHNOLOGY-CO-LTD/1S00OMVTQ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K5M1,,,,,,,,,,,,,,,,,,
Zhaga Consortium,Chinese Mainland,"We are a global lighting-industry organization that aims to standardize interfaces of components for LED luminaires, including LED light engines, LED modules, LED arrays, holders, electronic control gear (LED drivers), connectors and sensing/communication modules.",Professional Association,"Indoor Lighting,Home Automation System","Zhaga standards, Zhaga optical components , connectors",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhaga-Consortium/1S00OZMQ8,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L6EO,,,,,,,,,,,,,,,,,,
"Shenzhen Kinglight Optoelectronics Co.,Ltd",Chinese Mainland,,"Manufacturer, Exporter",Indoor Lighting,LED panel,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Kinglight-Optoelectronics-Co-Ltd/1S00OHCJ3,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIWU,,,,,,,,,,,,,,,,,,
"Bright Sky Electronics Co., Ltd.",Chinese Mainland,"Bright Sky Electronics co., LTD, established in 2007, is a professional manufacturer engaged in the research, development, production, sale and service of outdoor led light,mood led light and slilicone led light. We are located in Dongguan with convenient transportation access. Dedicated to strict quality control and thoughtful customer service, our experienced staff members are always available to discuss your requirements and ensure full customer satisfaction. In recent years, our company has introduced a series of advanced equipment for high quality needs. In addition, we have obtained SGS/CE/RoHS/FCC/ EMC/LVD/UL/PSE certificates. Selling well in all cities and provinces around China, our products are also exported to clients in such countries and regions as Europe and North America. We also welcome OEM and ODM orders. Whether selecting a current product from our catalog or seeking engineering assistance for your application, you can talk to our customer service center about your sourcing requirements",Manufacturer,"Decorative Lamp,Sensor Light,PAR Bulb,Light Switch,LED Bulb,Indoor Lighting,Entertainment Lighting,Home Automation System,Power Management System,Lighting Distribution System","LED Night Light, LED Desk Lamp, LED Solar Light, Projection Lamp,LED Table Lamp,LED Candle Lights,LED Lantern,LED Smart Lamp,LED Christamas Light,LED Gifts,LED Deco Lamp","ODM, Others, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bright-Sky-Electronics-Co-Ltd/1X09G2AK,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB9Y,,,ISO2009:2015 Issued By - Type - Valid Date (N/A) - (N/A) BSCI Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,
Hongkong Jwd Trading Company Limited,Hong Kong,,Export Agent,"Indoor Lighting,Home Automation System",Smart Home,"OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Jwd-Trading-Company-Limited/1X09Y2L9,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8IA,,,,,,,,,,,,,,,,,,
"Quanzhou Smarts Electronic & Technology Co., Ltd.",Chinese Mainland,,,"Lighting Accessories & Lamp Parts,Light Dimmer,Light Switch,LED Converter,LED Driver,Electrical Wire & Cable",Power supply,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) Hong Kong International Outdoor and Tech Light Expo 2019 Hong Kong International Outdoor and Tech Light Expo 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Smarts-Electronic-Technology-Co-Ltd/1X09SMX9,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3PU,,,UL certificate (277V) Issued By - Type - Valid Date (N/A) - (N/A) CE certificate( LVD.1) Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,
"Beauty (GD) Manufacturing Co., Limited.",Chinese Mainland,,Exporter,"Decorative Lamp,Indoor Lighting,Emergency & Professional Lighting","LED panel light, LED bulb, LED strip, LED floodlight","OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Beauty-GD-Manufacturing-Co-Ltd/1X09CQT1,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KAXZ,,,LED Strip CE EMC Issued By - Type - Valid Date (N/A) - (N/A) LED Strip CE LVD Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,
"ILamp Technology Co., Ltd",Chinese Mainland,,Exporter,LED Bulb,led,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-iLamp-Technology-Co-Ltd/1X09913U,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JO26,,,UL Issued By - Type - Valid Date (N/A) - (N/A) cUL certification for Canada Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,
